species,lat_original,lon_original,error_original,date,year,month,day,sex,lat_higher_res,long_higher_res,error_higher_res
lasiurus_cinerius,33.317,-108.883,2,6/12/1961,1961,JUNE,12,M,33.323,-108.878,1
lasiurus_cinerius,33.317,-108.883,2,6/12/1961,1961,JUNE,12,M,33.323,-108.878,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/17/1961,1961,JUNE,17,M,33.371,-108.059,1
lasiurus_cinerius,33.317,-108.883,2,9/1/1961,1961,SEPTEMBER,1,M,33.323,-108.878,1
lasiurus_cinerius,33.335,-108.101,2,9/28/1961,1961,SEPTEMBER,28,M,33.371,-108.059,1
lasiurus_cinerius,33.774,-107.613,2,5/6/1961,1961,MAY,6,M,33.831,-107.571,1
lasiurus_cinerius,33.774,-107.613,2,5/6/1961,1961,MAY,6,M,33.831,-107.571,1
lasiurus_cinerius,33.774,-107.613,2,5/6/1961,1961,MAY,6,M,33.831,-107.571,1
lasiurus_cinerius,33.774,-107.613,2,5/6/1961,1961,MAY,6,M,33.831,-107.571,1
lasiurus_cinerius,35.164,-106.362,1,6/29/1961,1961,JUNE,29,M,35.166,-106.38,1
lasiurus_cinerius,33.41,-108.572,1,6/8/1961,1961,JUNE,8,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/8/1961,1961,JUNE,8,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/8/1961,1961,JUNE,8,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/9/1961,1961,JUNE,9,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/10/1961,1961,JUNE,10,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/10/1961,1961,JUNE,10,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/10/1961,1961,JUNE,10,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/10/1961,1961,JUNE,10,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,6/10/1961,1961,JUNE,10,M,33.374,-108.632,1
lasiurus_cinerius,44.381,-104.048,2,7/14/1961,1961,JULY,14,M,44.381,-104.006,1
lasiurus_cinerius,20.383,-104.817,10.6,11/5/1962,1962,NOVEMBER,5,M,20.241,-104.779,2
lasiurus_cinerius,32.322,-110.809,3,7/7/1962,1962,JULY,7,M,32.322,-110.809,1
lasiurus_cinerius,32.322,-110.809,3,8/29/1962,1962,AUGUST,29,M,32.322,-110.809,1
lasiurus_cinerius,31.972,-109.05,1,6/21/1962,1962,JUNE,21,M,31.884,-109.175,1
lasiurus_cinerius,31.972,-109.05,1,6/23/1962,1962,JUNE,23,M,31.884,-109.175,1
lasiurus_cinerius,33.446,-92.174,1,7/18/1962,1962,JULY,18,M,33.377,-92.247,1
lasiurus_cinerius,36.372,-121.56,5,5/27/1962,1962,MAY,27,M,36.385,-121.553,1
lasiurus_cinerius,41.879,-73.477,1,5/31/1962,1962,MAY,31,M,41.879,-73.477,1
lasiurus_cinerius,41.721,-87.702,1,9/1/1962,1962,SEPTEMBER,1,M,41.721,-87.702,1
lasiurus_cinerius,40.451,-85.37,4,7/10/1962,1962,JULY,10,M,40.451,-85.452,1
lasiurus_cinerius,41.564,-87.513,1,1/27/1962,1962,JANUARY,27,M,41.539,-87.509,1
lasiurus_cinerius,40.418,-86.271,0.5,7/19/1962,1962,JULY,19,M,40.425,-86.26,1
lasiurus_cinerius,31.534,-108.877,5,8/13/1962,1962,AUGUST,13,M,31.517,-108.985,1
lasiurus_cinerius,31.534,-108.877,5,8/13/1962,1962,AUGUST,13,M,31.517,-108.985,1
lasiurus_cinerius,33.712,-107.449,5,7/21/1962,1962,JULY,21,M,33.712,-107.449,5
lasiurus_cinerius,33.712,-107.449,5,7/21/1962,1962,JULY,21,M,33.712,-107.449,5
lasiurus_cinerius,36.359,-105.609,5,6/30/1962,1962,JUNE,30,M,36.273,-105.576,1
lasiurus_cinerius,36.359,-105.609,5,6/30/1962,1962,JUNE,30,M,36.273,-105.576,1
lasiurus_cinerius,36.359,-105.609,5,7/1/1962,1962,JULY,1,M,36.273,-105.576,1
lasiurus_cinerius,36.359,-105.609,5,7/1/1962,1962,JULY,1,M,36.273,-105.576,1
lasiurus_cinerius,31.333,-109.088,3,6/6/1962,1962,JUNE,6,M,31.364,-109.029,1.5
lasiurus_cinerius,33.335,-108.101,2,6/16/1962,1962,JUNE,16,M,33.371,-108.059,1
lasiurus_cinerius,33.335,-108.101,2,6/16/1962,1962,JUNE,16,M,33.371,-108.059,1
lasiurus_cinerius,31.333,-109.088,2,8/12/1962,1962,AUGUST,12,M,31.364,-109.029,1.5
lasiurus_cinerius,33.41,-108.572,1,7/6/1962,1962,JULY,6,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,7/6/1962,1962,JULY,6,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,7/6/1962,1962,JULY,6,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,7/6/1962,1962,JULY,6,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,7/7/1962,1962,JULY,7,M,33.374,-108.632,1
lasiurus_cinerius,33.41,-108.572,1,7/19/1962,1962,JULY,19,M,33.374,-108.632,1
lasiurus_cinerius,31.417,-108.929,1,6/21/1962,1962,JUNE,21,M,31.429,-108.959,1
lasiurus_cinerius,31.417,-108.929,1,6/21/1962,1962,JUNE,21,M,31.429,-108.959,1
lasiurus_cinerius,32.113,-103.193,1,5/26/1962,1962,MAY,26,M,32.113,-103.193,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,35.997,-106.806,1,7/10/1962,1962,JULY,10,M,35.997,-106.806,1
lasiurus_cinerius,47.925,-97.033,1,8/3/1962,1962,AUGUST,3,M,47.925,-97.033,2
lasiurus_cinerius,19.4,-99.15,10,6/20/1963,1963,JUNE,20,M,19.394,-99.154,2
lasiurus_cinerius,26.299,-106.202,1,6/8/1963,1963,JUNE,8,M,26.301,-106.195,1
lasiurus_cinerius,26.299,-106.202,1,6/9/1963,1963,JUNE,9,M,26.301,-106.195,1
lasiurus_cinerius,17.5,-99.667,5,4/14/1963,1963,APRIL,14,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/14/1963,1963,APRIL,14,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/14/1963,1963,APRIL,14,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/14/1963,1963,APRIL,14,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/14/1963,1963,APRIL,14,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/15/1963,1963,APRIL,15,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/15/1963,1963,APRIL,15,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/15/1963,1963,APRIL,15,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.5,-99.667,5,4/19/1963,1963,APRIL,19,M,17.544,-99.627,1.5
lasiurus_cinerius,17.1,-96.717,3,10/29/1963,1963,OCTOBER,29,M,17.107,-96.695,1
lasiurus_cinerius,34.437,-119.631,1,11/13/1963,1963,NOVEMBER,13,M,34.441,-119.626,1
lasiurus_cinerius,37.261,-108.493,3,9/15/1963,1963,SEPTEMBER,15,M,37.267,-108.492,1
lasiurus_cinerius,20.123,-155.594,3,11/27/1963,1963,NOVEMBER,27,M,20.115,-155.597,1
lasiurus_cinerius,41.85,-87.65,5,7/30/1963,1963,JULY,30,M,41.85,-87.65,5
lasiurus_cinerius,42.033,-87.733,3,8/8/1963,1963,AUGUST,8,M,42.033,-87.733,3
lasiurus_cinerius,42.128,-87.829,1,5/31/1963,1963,MAY,31,M,42.128,-87.829,1
lasiurus_cinerius,42.135,-87.758,1,7/2/1963,1963,JULY,2,M,42.135,-87.758,1
lasiurus_cinerius,41.885,-88.204,1,7/18/1963,1963,JULY,18,M,41.885,-88.204,1
lasiurus_cinerius,39.829,-84.89,3,6/14/1963,1963,JUNE,14,M,39.829,-84.89,3
lasiurus_cinerius,47.198,-95.202,5,7/23/1963,1963,JULY,23,M,47.153,-95.145,1
lasiurus_cinerius,31.867,-108.717,50,6/29/1963,1963,JUNE,29,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/29/1963,1963,JUNE,29,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/29/1963,1963,JUNE,29,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/29/1963,1963,JUNE,29,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/29/1963,1963,JUNE,29,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/30/1963,1963,JUNE,30,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,6/30/1963,1963,JUNE,30,M,31.741,-108.797,1.5
lasiurus_cinerius,31.867,-108.717,50,8/9/1963,1963,AUGUST,9,M,31.798,-108.899,1.5
lasiurus_cinerius,31.867,-108.717,50,8/12/1963,1963,AUGUST,12,M,31.783,-108.899,1.5
lasiurus_cinerius,36.143,-108.71,8,6/24/1963,1963,JUNE,24,M,36.127,-108.848,3
lasiurus_cinerius,36.143,-108.71,8,6/24/1963,1963,JUNE,24,M,36.127,-108.848,3
lasiurus_cinerius,36.143,-108.71,8,6/24/1963,1963,JUNE,24,M,36.127,-108.848,3
lasiurus_cinerius,36.143,-108.71,8,6/24/1963,1963,JUNE,24,M,36.127,-108.848,3
lasiurus_cinerius,36.143,-108.71,8,6/25/1963,1963,JUNE,25,M,36.077,-108.9,15
lasiurus_cinerius,36.143,-108.71,8,6/25/1963,1963,JUNE,25,M,36.077,-108.9,15
lasiurus_cinerius,36.143,-108.71,8,6/25/1963,1963,JUNE,25,M,36.077,-108.9,15
lasiurus_cinerius,36.143,-108.71,8,6/25/1963,1963,JUNE,25,M,36.077,-108.9,15
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6.5,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,36.704,-105.594,6,7/13/1963,1963,JULY,13,M,36.8,-105.561,1
lasiurus_cinerius,35.267,-106.213,5,6/12/1963,1963,JUNE,12,M,35.229,-106.186,3
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,36.708,-105.406,5,7/12/1963,1963,JULY,12,M,36.638,-105.385,1
lasiurus_cinerius,35.084,-106.651,4,8/22/1963,1963,AUGUST,22,M,35.084,-106.651,4
lasiurus_cinerius,35.084,-106.651,4,8/23/1963,1963,AUGUST,23,M,35.084,-106.651,4
lasiurus_cinerius,36.511,-104.915,4,7/15/1963,1963,JULY,15,M,36.522,-104.985,1
lasiurus_cinerius,33.399,-105.68,4,7/8/1963,1963,JULY,8,M,33.387,-105.742,1
lasiurus_cinerius,33.399,-105.68,4,7/9/1963,1963,JULY,9,M,33.387,-105.742,1
lasiurus_cinerius,32.801,-105.731,3,6/26/1963,1963,JUNE,26,M,32.74,-105.721,2
lasiurus_cinerius,32.801,-105.731,3,7/25/1963,1963,JULY,25,M,32.74,-105.721,2
lasiurus_cinerius,32.801,-105.731,3,7/25/1963,1963,JULY,25,M,32.74,-105.721,2
lasiurus_cinerius,32.671,-105.459,3,7/29/1963,1963,JULY,29,M,32.984,-105.41,1
lasiurus_cinerius,32.671,-105.459,3,7/29/1963,1963,JULY,29,M,32.984,-105.41,1
lasiurus_cinerius,32.834,-105.625,3,7/30/1963,1963,JULY,30,M,32.837,-105.623,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,36.543,-105.264,2,7/11/1963,1963,JULY,11,M,36.668,-105.327,1
lasiurus_cinerius,31.534,-108.877,2,6/24/1963,1963,JUNE,24,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/24/1963,1963,JUNE,24,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,31.534,-108.877,2,6/25/1963,1963,JUNE,25,M,31.524,-108.882,2
lasiurus_cinerius,35.238,-106.606,2,5/27/1963,1963,MAY,27,M,35.257,-106.603,1
lasiurus_cinerius,35.238,-106.606,2,8/7/1963,1963,AUGUST,7,M,35.257,-106.603,1
lasiurus_cinerius,31.417,-108.929,1.3,6/27/1963,1963,JUNE,27,M,31.428,-108.958,1
lasiurus_cinerius,33.41,-108.572,1,6/30/1963,1963,JUNE,30,M,33.384,-108.622,1
lasiurus_cinerius,33.41,-108.572,1,6/30/1963,1963,JUNE,30,M,33.384,-108.622,1
lasiurus_cinerius,34.466,-79.009,1,1/31/1963,1963,JANUARY,31,M,34.466,-79.009,1
lasiurus_cinerius,34.409,-79.047,1,3/4/1963,1963,MARCH,4,M,34.409,-79.047,1
lasiurus_cinerius,34.409,-79.047,1,3/4/1963,1963,MARCH,4,M,34.409,-79.047,1
lasiurus_cinerius,36.166,-86.784,5,7/4/1963,1963,JULY,4,M,36.166,-86.784,5
lasiurus_cinerius,50.664,-114.278,1,8/7/1964,1964,AUGUST,7,M,50.664,-114.278,1
lasiurus_cinerius,43.867,-79.033,1,9/1/1964,1964,SEPTEMBER,1,M,43.83,-79.083,1
lasiurus_cinerius,26.867,-105.85,3,7/16/1964,1964,JULY,16,M,26.858,-105.831,2
lasiurus_cinerius,26.867,-105.85,3,7/17/1964,1964,JULY,17,M,26.858,-105.831,2
lasiurus_cinerius,26.867,-105.85,3,7/17/1964,1964,JULY,17,M,26.858,-105.831,2
lasiurus_cinerius,26.867,-105.85,3,7/17/1964,1964,JULY,17,M,26.858,-105.831,2
lasiurus_cinerius,20.383,-104.817,9.4,5/20/1964,1964,MAY,20,M,20.157,-104.626,3
lasiurus_cinerius,20.383,-104.817,9.4,5/20/1964,1964,MAY,20,M,20.157,-104.626,3
lasiurus_cinerius,20.383,-104.817,9.4,5/20/1964,1964,MAY,20,M,20.157,-104.626,3
lasiurus_cinerius,20.3,-104.267,3,4/12/1964,1964,APRIL,12,M,20.272,-104.28,2
lasiurus_cinerius,24.908,-99.517,11,8/1/1964,1964,AUGUST,1,M,24.069,-99.949,1
lasiurus_cinerius,24.324,-99.915,4,8/19/1964,1964,AUGUST,19,M,24.267,-99.897,1
lasiurus_cinerius,26.5,-100.167,3,6/19/1964,1964,JUNE,19,M,26.485,-100.22,1
lasiurus_cinerius,26.5,-100.167,3,6/19/1964,1964,JUNE,19,M,26.485,-100.22,1
lasiurus_cinerius,28.367,-108.917,10,8/30/1964,1964,AUGUST,30,M,28.38,-109.137,1
lasiurus_cinerius,32.322,-110.809,3,6/9/1964,1964,JUNE,9,M,32.33,-110.793,1
lasiurus_cinerius,36.257,-112.002,1,6/19/1964,1964,JUNE,19,M,36.257,-112.002,1
lasiurus_cinerius,36.713,-112.216,0.5,6/13/1964,1964,JUNE,13,M,36.707,-112.23,0.5
lasiurus_cinerius,32.423,-110.735,0.5,8/18/1964,1964,AUGUST,18,M,32.423,-110.735,0.5
lasiurus_cinerius,32.423,-110.735,0.5,8/18/1964,1964,AUGUST,18,M,32.423,-110.735,0.5
lasiurus_cinerius,32.715,-117.156,5,11/9/1964,1964,NOVEMBER,9,M,32.693,-117.106,1
lasiurus_cinerius,40.871,-123.957,1,5/7/1964,1964,MAY,7,M,40.853,-123.989,1
lasiurus_cinerius,34.437,-119.631,1,2/25/1964,1964,FEBRUARY,25,M,34.44,-119.658,1
lasiurus_cinerius,34.421,-119.697,1,9/11/1964,1964,SEPTEMBER,11,M,34.441,-119.714,1
lasiurus_cinerius,20.083,-155.473,3,8/22/1964,1964,AUGUST,22,M,20.078,-155.472,1
lasiurus_cinerius,20.085,-155.441,3,9/14/1964,1964,SEPTEMBER,14,M,20.08,-155.438,1
lasiurus_cinerius,20.123,-155.594,3,9/19/1964,1964,SEPTEMBER,19,M,20.115,-155.597,1
lasiurus_cinerius,20.123,-155.594,3,11/13/1964,1964,NOVEMBER,13,M,20.115,-155.597,1
lasiurus_cinerius,20.123,-155.594,3,11/13/1964,1964,NOVEMBER,13,M,20.115,-155.597,1
lasiurus_cinerius,42.041,-87.69,1,6/25/1964,1964,JUNE,25,M,42.041,-87.69,1
lasiurus_cinerius,42.041,-87.69,1,8/12/1964,1964,AUGUST,12,M,42.041,-87.69,1
lasiurus_cinerius,42.197,-88.093,1,8/22/1964,1964,AUGUST,22,M,42.197,-88.093,1
lasiurus_cinerius,41.866,-89.221,1,9/10/1964,1964,SEPTEMBER,10,M,41.866,-89.221,1
lasiurus_cinerius,39.524,-87.125,1,6/12/1964,1964,JUNE,12,M,39.524,-87.125,1
lasiurus_cinerius,39.524,-87.125,1,6/12/1964,1964,JUNE,12,M,39.524,-87.125,1
lasiurus_cinerius,30.273,-91.899,4,10/17/1964,1964,OCTOBER,17,M,30.322,-91.853,1
lasiurus_cinerius,32.105,-92.078,1,5/19/1964,1964,MAY,19,M,32.105,-92.078,1
lasiurus_cinerius,31.867,-108.717,50,6/15/1964,1964,JUNE,15,M,31.336,-108.811,1
lasiurus_cinerius,31.867,-108.717,50,6/27/1964,1964,JUNE,27,M,31.451,-108.995,1
lasiurus_cinerius,31.867,-108.717,50,6/27/1964,1964,JUNE,27,M,31.451,-108.995,1
lasiurus_cinerius,31.867,-108.717,50,6/27/1964,1964,JUNE,27,M,31.451,-108.995,1
lasiurus_cinerius,31.867,-108.717,50,8/3/1964,1964,AUGUST,3,M,31.44,-108.713,1
lasiurus_cinerius,31.867,-108.717,50,8/31/1964,1964,AUGUST,31,M,31.643,-108.715,1
lasiurus_cinerius,31.867,-108.717,50,8/31/1964,1964,AUGUST,31,M,31.643,-108.715,1
lasiurus_cinerius,31.867,-108.717,50,9/1/1964,1964,SEPTEMBER,1,M,31.566,-108.778,1
lasiurus_cinerius,31.534,-108.877,5,6/28/1964,1964,JUNE,28,M,31.517,-108.985,1
lasiurus_cinerius,31.534,-108.877,5,6/28/1964,1964,JUNE,28,M,31.517,-108.985,1
lasiurus_cinerius,31.534,-108.877,5,10/13/1964,1964,OCTOBER,13,M,31.517,-108.985,1
lasiurus_cinerius,31.534,-108.877,5,10/13/1964,1964,OCTOBER,13,M,31.517,-108.985,1
lasiurus_cinerius,35.078,-106.387,2,6/29/1964,1964,JUNE,29,M,35.034,-106.374,1
lasiurus_cinerius,35.815,-106.524,1,7/3/1964,1964,JULY,3,M,35.815,-106.524,1
lasiurus_cinerius,35.815,-106.524,1,7/3/1964,1964,JULY,3,M,35.815,-106.524,1
lasiurus_cinerius,35.815,-106.524,1,7/3/1964,1964,JULY,3,M,35.815,-106.524,1
lasiurus_cinerius,37.251,-109.688,5,7/3/1964,1964,JULY,3,M,37.528,-109.628,2
lasiurus_cinerius,23.537,-109.496,3,5/22/1965,1965,MAY,22,M,23.537,-109.496,1
lasiurus_cinerius,23.537,-109.496,3,5/23/1965,1965,MAY,23,M,23.537,-109.496,1
lasiurus_cinerius,23.537,-109.496,3,5/26/1965,1965,MAY,26,M,23.537,-109.496,1
lasiurus_cinerius,23.537,-109.496,3,5/27/1965,1965,MAY,27,M,23.537,-109.496,1
lasiurus_cinerius,23.537,-109.496,3,5/27/1965,1965,MAY,27,M,23.537,-109.496,1
lasiurus_cinerius,17.033,-96.733,5,1/23/1965,1965,JANUARY,23,M,17.083,-96.75,3
lasiurus_cinerius,33.3,-111.274,1,10/9/1965,1965,OCTOBER,9,M,33.3,-111.274,1
lasiurus_cinerius,33.3,-111.274,1,10/9/1965,1965,OCTOBER,9,M,33.3,-111.274,1
lasiurus_cinerius,33.3,-111.274,1,10/9/1965,1965,OCTOBER,9,M,33.3,-111.274,1
lasiurus_cinerius,33.3,-111.274,1,10/9/1965,1965,OCTOBER,9,M,33.3,-111.274,1
lasiurus_cinerius,33.3,-111.274,1,10/9/1965,1965,OCTOBER,9,M,33.3,-111.274,1
lasiurus_cinerius,32.423,-110.735,0.5,7/14/1965,1965,JULY,14,M,32.423,-110.735,0.5
lasiurus_cinerius,33.294,-111.096,0.5,9/25/1965,1965,SEPTEMBER,25,M,33.28,-111.159,1
lasiurus_cinerius,33.613,-92.064,8,8/16/1965,1965,AUGUST,16,M,33.641,-92.196,1
lasiurus_cinerius,33.613,-92.064,8,8/16/1965,1965,AUGUST,16,M,33.641,-92.196,1
