species,lat_original,lon_original,error_original,date,year,month,day,sex,lat_higher_res,long_higher_res,error_higher_res
lasiurus_cinerius,37.488,-121.206,3,5/1/1977,1977,MAY,1,F,37.465,-121.248,3
lasiurus_cinerius,34.031,-116.145,1,5/20/1977,1977,MAY,20,F,34.031,-116.145,1
lasiurus_cinerius,37.731,-88.933,1,6/12/1977,1977,JUNE,12,F,37.731,-88.933,1
lasiurus_cinerius,41.333,-70.667,50,4/5/1977,1977,APRIL,5,F,41.456,-70.605,1
lasiurus_cinerius,43.616,-84.247,1,6/28/1977,1977,JUNE,28,F,43.616,-84.247,1
lasiurus_cinerius,47.105,-104.712,12,8/31/1977,1977,AUGUST,31,F,47.265,-104.56,1
lasiurus_cinerius,34.067,-78.267,50,2/1/1977,1977,FEBRUARY,1,F,34.067,-78.267,50
lasiurus_cinerius,29.905,-104.463,5,6/6/1977,1977,JUNE,6,F,29.937,-104.425,3
lasiurus_cinerius,30.92,-93.996,1,6/1/1977,1977,JUNE,1,F,31.029,-94.233,1
lasiurus_cinerius,30.92,-93.996,1,6/18/1977,1977,JUNE,18,F,31.029,-94.233,1
lasiurus_cinerius,50.383,-102.567,4,8/16/1978,1978,AUGUST,16,F,50.375,-102.524,1
lasiurus_cinerius,34.421,-119.697,5,11/4/1978,1978,NOVEMBER,4,F,34.542,-119.812,1
lasiurus_cinerius,34.421,-119.697,5,11/4/1978,1978,NOVEMBER,4,F,34.542,-119.812,1
lasiurus_cinerius,39.782,-85.528,3,6/23/1978,1978,JUNE,23,F,39.782,-85.528,1
lasiurus_cinerius,45.062,-83.433,1,9/8/1978,1978,SEPTEMBER,8,F,45.062,-83.433,1
lasiurus_cinerius,41.799,-86.611,1,8/1/1978,1978,AUGUST,1,F,41.822,-86.61,1
lasiurus_cinerius,42.722,-84.428,1,7/24/1978,1978,JULY,24,F,42.722,-84.428,1
lasiurus_cinerius,39.568,-84.814,1,10/9/1978,1978,OCTOBER,9,F,39.568,-84.814,1
lasiurus_cinerius,36.903,-102.963,2,5/29/1978,1978,MAY,29,F,36.871,-102.94,1.5
lasiurus_cinerius,30.349,-94.178,10.9,4/19/1978,1978,APRIL,19,F,30.506,-94.144,2
lasiurus_cinerius,51.833,-113.233,10,8/7/1979,1979,AUGUST,7,F,51.843,-113.02,1
lasiurus_cinerius,27.317,-102.4,3.8,5/15/1979,1979,MAY,15,F,27.302,-102.455,1
lasiurus_cinerius,27.317,-102.4,3.8,5/15/1979,1979,MAY,15,F,27.302,-102.455,1
lasiurus_cinerius,23.55,-105.383,3,8/12/1979,1979,AUGUST,12,F,23.553,-105.385,2
lasiurus_cinerius,25.75,-100.3,3,4/5/1979,1979,APRIL,5,F,25.747,-100.297,1
lasiurus_cinerius,43.733,-84.017,50,7/30/1979,1979,JULY,30,F,43.733,-84.017,50
lasiurus_cinerius,32.748,-105.915,3,8/27/1979,1979,AUGUST,27,F,32.755,-105.9,3
lasiurus_cinerius,36.903,-102.963,8,6/8/1979,1979,JUNE,8,F,36.912,-102.821,1
lasiurus_cinerius,36.903,-102.963,2.5,6/7/1979,1979,JUNE,7,F,36.937,-102.94,1
lasiurus_cinerius,36.903,-102.963,2,6/19/1979,1979,JUNE,19,F,36.927,-102.958,1
lasiurus_cinerius,36.903,-102.963,2,6/19/1979,1979,JUNE,19,F,36.927,-102.958,1
lasiurus_cinerius,46.049,-118.387,1,9/10/1979,1979,SEPTEMBER,10,F,46.049,-118.387,1
lasiurus_cinerius,26.25,-111.75,3,4/4/1980,1980,APRIL,4,F,26.25,-111.75,1
lasiurus_cinerius,34.536,-117.29,1,4/27/1980,1980,APRIL,27,F,34.517,-117.274,1
lasiurus_cinerius,34.536,-117.29,1,4/27/1980,1980,APRIL,27,F,34.517,-117.274,1
lasiurus_cinerius,40.8,-96.667,3,5/5/1980,1980,MAY,5,F,40.808,-96.697,1
lasiurus_cinerius,40.7,-73.8,50,12/2/1980,1980,DECEMBER,2,F,40.618,-73.827,1
lasiurus_cinerius,39.507,-84.745,3,5/27/1980,1980,MAY,27,F,39.509,-84.733,1
lasiurus_cinerius,33.578,-101.855,3,3/26/1980,1980,MARCH,26,F,33.578,-101.855,5
lasiurus_cinerius,37.554,-77.461,5,10/20/1980,1980,OCTOBER,20,F,37.592,-77.421,1
lasiurus_cinerius,43.583,-90.85,50,7/17/1980,1980,SEPTEMBER,17,F,43.583,-90.85,50
lasiurus_cinerius,43.561,-89.839,3,7/29/1980,1980,JULY,29,F,43.602,-89.903,3
lasiurus_cinerius,50.167,-127.75,5,8/8/1981,1981,AUGUST,8,F,50.149,-127.786,5
lasiurus_cinerius,50.167,-127.75,5,8/8/1981,1981,AUGUST,8,F,50.149,-127.786,5
lasiurus_cinerius,40.195,-92.583,1,4/19/1981,1981,APRIL,19,F,40.195,-92.583,1
lasiurus_cinerius,35.567,-108.3,50,5/21/1981,1981,MAY,21,F,35.932,-107.492,1
lasiurus_cinerius,31.645,-108.755,2,6/4/1981,1981,JUNE,4,F,31.567,-108.709,2
lasiurus_cinerius,31.556,-108.716,0.5,5/25/1981,1981,MAY,25,F,31.556,-108.716,0.5
lasiurus_cinerius,31.556,-108.716,0.5,5/25/1981,1981,MAY,25,F,31.556,-108.716,0.5
lasiurus_cinerius,43.45,-89.95,50,7/12/1981,1981,JULY,12,F,43.45,-89.95,50
lasiurus_cinerius,43.602,-90.78,1,7/4/1981,1981,JULY,4,F,43.602,-90.78,1
lasiurus_cinerius,49.733,-112.617,1,9/3/1982,1982,SEPTEMBER,3,F,49.725,-112.618,1
lasiurus_cinerius,49.7,-112.833,1,9/24/1982,1982,SEPTEMBER,24,F,49.7,-112.814,1
lasiurus_cinerius,50.45,-104.617,3,7/31/1982,1982,JULY,31,F,50.45,-104.617,3
lasiurus_cinerius,52.65,-106.333,1,6/22/1982,1982,JUNE,22,F,52.662,-106.336,1
lasiurus_cinerius,52.133,-106.667,1,8/25/1982,1982,AUGUST,25,F,52.124,-106.652,1
lasiurus_cinerius,19.683,-100.567,3.1,11/6/1982,1982,NOVEMBER,6,F,19.646,-100.504,1.5
lasiurus_cinerius,36.098,-119.559,1,7/13/1982,1982,JULY,13,F,36.098,-119.57,2
lasiurus_cinerius,40.585,-105.084,1,9/21/1982,1982,SEPTEMBER,21,F,40.587,-105.126,1
lasiurus_cinerius,39.829,-84.89,3,4/16/1982,1982,APRIL,16,F,39.821,-84.916,1
lasiurus_cinerius,38.608,-95.451,1,9/3/1982,1982,SEPTEMBER,3,F,38.608,-95.451,1
lasiurus_cinerius,35.084,-106.651,4,6/6/1982,1982,JUNE,6,F,35.095,-106.604,1
lasiurus_cinerius,35.254,-107.608,3,9/5/1982,1982,SEPTEMBER,5,F,35.254,-107.608,3
lasiurus_cinerius,31.997,-102.078,5,12/9/1982,1982,DECEMBER,9,F,31.997,-102.078,5
lasiurus_cinerius,33.578,-101.855,3,10/8/1982,1982,OCTOBER,8,F,33.578,-101.855,5
lasiurus_cinerius,53.717,-113.2,5,7/5/1983,1983,JULY,5,F,53.951,-113.109,1
lasiurus_cinerius,49.7,-112.833,1,8/30/1983,1983,AUGUST,30,F,49.7,-112.814,1
lasiurus_cinerius,20.883,-100.133,3,2/10/1983,1983,FEBRUARY,10,F,21.031,-99.744,1
lasiurus_cinerius,36.372,-121.56,5,10/22/1983,1983,OCTOBER,22,F,36.385,-121.553,1
lasiurus_cinerius,32.299,-90.185,3,12/29/1983,1983,DECEMBER,29,F,32.302,-90.202,10
lasiurus_cinerius,34.466,-78.325,1,4/4/1983,1983,APRIL,4,F,34.462,-78.36,1
lasiurus_cinerius,34.466,-78.325,1,4/5/1983,1983,APRIL,5,F,34.462,-78.36,1
lasiurus_cinerius,36.903,-102.963,4.5,9/17/1983,1983,SEPTEMBER,17,F,36.841,-102.92,1.5
lasiurus_cinerius,36.903,-102.963,4,9/17/1983,1983,SEPTEMBER,17,F,36.846,-102.93,1.5
lasiurus_cinerius,36.903,-102.963,4,9/17/1983,1983,SEPTEMBER,17,F,36.846,-102.93,1.5
lasiurus_cinerius,30.489,-99.772,5,5/18/1983,1983,MAY,18,F,30.431,-99.766,2
lasiurus_cinerius,42.693,-103.566,8,6/14/1984,1984,JUNE,14,F,42.693,-103.566,1
lasiurus_cinerius,42.693,-103.566,8,6/14/1984,1984,JUNE,14,F,42.693,-103.566,1
lasiurus_cinerius,42.829,-102.999,5.5,6/17/1984,1984,JUNE,17,F,42.748,-102.919,1
lasiurus_cinerius,42.829,-102.999,5.5,6/18/1984,1984,JUNE,18,F,42.748,-102.919,1
lasiurus_cinerius,42.563,-96.705,2.5,8/4/1984,1984,AUGUST,4,F,42.598,-96.715,1
lasiurus_cinerius,41.022,-100.367,2.3,5/28/1984,1984,MAY,28,F,40.991,-100.391,1
lasiurus_cinerius,41.903,-100.269,1,6/4/1984,1984,JUNE,4,F,41.903,-100.269,1
lasiurus_cinerius,47.925,-97.033,1,8/5/1984,1984,AUGUST,5,F,47.925,-97.033,3
lasiurus_cinerius,29.25,-103.25,20,4/23/1984,1984,APRIL,23,F,30.038,-104.601,1
lasiurus_cinerius,33.578,-101.855,3,10/8/1984,1984,OCTOBER,8,F,33.578,-101.855,5
lasiurus_cinerius,37.2,-77.233,50,11/2/1984,1984,NOVEMBER,2,F,37.2,-77.233,50
lasiurus_cinerius,19.533,-99.2,5,4/6/1985,1985,APRIL,6,F,19.542,-99.168,1
lasiurus_cinerius,40.762,-108.886,3,8/9/1985,1985,AUGUST,9,F,40.763,-108.885,1
lasiurus_cinerius,31.333,-109.088,2,4/23/1985,1985,APRIL,23,F,31.364,-109.029,1.5
lasiurus_cinerius,36.903,-102.963,3,10/12/1985,1985,OCTOBER,12,F,36.881,-102.916,1
lasiurus_cinerius,19.25,-100.25,3,3/25/1986,1986,MARCH,25,F,19.267,-100.262,1.5
lasiurus_cinerius,19.25,-100.25,3,3/25/1986,1986,MARCH,25,F,19.267,-100.262,1.5
lasiurus_cinerius,34.187,-118.448,1,7/8/1986,1986,JULY,8,F,34.187,-118.448,1
lasiurus_cinerius,43.297,-84.141,4,7/11/1986,1986,JULY,11,F,43.327,-84.219,1.5
lasiurus_cinerius,43.297,-84.141,4,7/11/1986,1986,JULY,11,F,43.327,-84.219,1.5
lasiurus_cinerius,42.42,-103.793,11,7/23/1986,1986,JULY,23,F,42.42,-103.793,1
lasiurus_cinerius,40.052,-95.427,5,7/18/1986,1986,JULY,18,F,40.004,-95.336,1
lasiurus_cinerius,42.762,-103.931,3,7/25/1986,1986,JULY,25,F,42.766,-103.917,1
lasiurus_cinerius,42.762,-103.931,3,7/25/1986,1986,JULY,25,F,42.766,-103.917,1
lasiurus_cinerius,42.762,-103.931,3,7/25/1986,1986,JULY,25,F,42.766,-103.917,1
lasiurus_cinerius,42.762,-103.931,3,7/25/1986,1986,JULY,25,F,42.766,-103.917,1
lasiurus_cinerius,40.867,-72.8,50,9/28/1986,1986,SEPTEMBER,28,F,41.202,-72.119,1
lasiurus_cinerius,31.193,-100.498,4,5/4/1986,1986,MAY,4,F,31.137,-100.496,1
lasiurus_cinerius,31.042,-102.132,3,4/19/1986,1986,APRIL,19,F,31.042,-102.144,2
lasiurus_cinerius,30.489,-99.772,1,5/20/1986,1986,MAY,20,F,30.472,-99.784,1
lasiurus_cinerius,30.489,-99.772,1,5/21/1986,1986,MAY,21,F,30.472,-99.784,1
lasiurus_cinerius,19.25,-100.25,3,11/18/1987,1987,NOVEMBER,18,F,19.267,-100.262,1.5
lasiurus_cinerius,19.25,-100.25,3,11/18/1987,1987,NOVEMBER,18,F,19.267,-100.262,1.5
lasiurus_cinerius,19.25,-100.25,3,11/18/1987,1987,NOVEMBER,18,F,19.267,-100.262,1.5
lasiurus_cinerius,35.964,-103.039,2,5/13/1987,1987,MAY,13,F,36.164,-103.667,1
lasiurus_cinerius,35.964,-103.039,2,5/13/1987,1987,MAY,13,F,36.156,-103.653,1
lasiurus_cinerius,36.903,-102.963,3,4/20/1987,1987,APRIL,20,F,36.875,-102.923,1
lasiurus_cinerius,31.699,-100.784,3,8/15/1987,1987,AUGUST,15,F,31.694,-100.796,1
lasiurus_cinerius,33.578,-101.855,3,9/9/1987,1987,SEPTEMBER,9,F,33.578,-101.855,5
lasiurus_cinerius,30.489,-99.772,1,5/17/1987,1987,MAY,17,F,30.472,-99.784,1
lasiurus_cinerius,30.489,-99.772,1,5/17/1987,1987,MAY,17,F,30.472,-99.784,1
lasiurus_cinerius,29.729,-99.761,1,5/23/1987,1987,MAY,23,F,29.729,-99.761,1
lasiurus_cinerius,48.08,-123.101,1,8/24/1987,1987,AUGUST,24,F,48.095,-122.935,0.5
lasiurus_cinerius,37.227,-121.974,1,11/15/1988,1988,NOVEMBER,15,F,37.227,-121.974,2
lasiurus_cinerius,46.866,-96.468,3,7/31/1988,1988,JULY,31,F,46.866,-96.468,3
lasiurus_cinerius,41.903,-100.269,3,6/5/1988,1988,JUNE,5,F,41.903,-100.269,1
lasiurus_cinerius,32.175,-104.443,2,8/6/1988,1988,AUGUST,6,F,32.175,-104.443,2
lasiurus_cinerius,32.175,-104.443,2,8/9/1988,1988,AUGUST,9,F,32.11,-104.471,1
lasiurus_cinerius,32.175,-104.443,2,8/10/1988,1988,AUGUST,10,F,32.11,-104.471,1
lasiurus_cinerius,32.175,-104.443,2,8/10/1988,1988,AUGUST,10,F,32.11,-104.471,1
lasiurus_cinerius,32.175,-104.443,2,8/10/1988,1988,AUGUST,10,F,32.11,-104.471,1
lasiurus_cinerius,32.175,-104.443,2,8/10/1988,1988,AUGUST,10,F,32.11,-104.471,1
lasiurus_cinerius,32.175,-104.443,2,8/10/1988,1988,AUGUST,10,F,32.11,-104.471,1
lasiurus_cinerius,35.98,-78.51,1,1/29/1988,1988,JANUARY,29,F,36.025,-78.616,1
lasiurus_cinerius,33.56,-81.72,1,1/29/1988,1988,JANUARY,29,F,33.56,-81.72,1
lasiurus_cinerius,36.198,-101.192,15,5/16/1988,1988,MAY,16,F,36.047,-100.938,1.5
lasiurus_cinerius,33.578,-101.855,3,3/28/1988,1988,MARCH,28,F,33.512,-101.902,1
lasiurus_cinerius,43.646,-108.211,1,10/7/1988,1988,OCTOBER,7,F,43.646,-108.211,1
lasiurus_cinerius,19.25,-100.25,3,11/2/1989,1989,NOVEMBER,2,F,19.267,-100.262,1.5
lasiurus_cinerius,19.25,-100.25,3,12/21/1989,1989,DECEMBER,21,F,19.267,-100.262,1.5
lasiurus_cinerius,22.767,-103.567,11.4,10/21/1989,1989,OCTOBER,21,F,22.854,-103.659,5
lasiurus_cinerius,33.7,-117.767,50,11/14/1989,1989,NOVEMBER,14,F,33.7,-117.767,50
lasiurus_cinerius,34.815,-102.397,35,8/23/1989,1989,AUGUST,23,F,34.979,-103.029,10
lasiurus_cinerius,31.193,-100.498,5,10/6/1989,1989,OCTOBER,6,F,31.137,-100.496,1
lasiurus_cinerius,41.793,-110.537,1,6/6/1989,1989,JUNE,6,F,41.793,-110.537,1
lasiurus_cinerius,33.033,-116.8,50,9/17/1990,1990,SEPTEMBER,17,F,32.916,-117.257,10
lasiurus_cinerius,37.339,-121.894,3,12/4/1990,1990,DECEMBER,4,F,37.339,-121.894,3
lasiurus_cinerius,36.328,-119.645,1,12/26/1990,1990,DECEMBER,26,F,36.328,-119.645,3
lasiurus_cinerius,33.619,-117.928,1,11/20/1990,1990,NOVEMBER,20,F,33.619,-117.928,1
lasiurus_cinerius,32.584,-117.112,1,10/24/1990,1990,OCTOBER,24,F,32.584,-117.112,1
lasiurus_cinerius,33.2,-117.242,1,11/13/1990,1990,NOVEMBER,13,F,33.2,-117.242,4
lasiurus_cinerius,37.574,-122.378,1,12/20/1990,1990,DECEMBER,20,F,37.561,-122.385,2
lasiurus_cinerius,40.59,-108.989,1.1,7/11/1990,1990,JULY,11,F,40.604,-108.99,1
lasiurus_cinerius,46.917,-94.283,50,7/23/1990,1990,JULY,23,F,47.109,-94.602,1
lasiurus_cinerius,32.299,-90.185,3,7/26/1990,1990,JULY,26,F,32.302,-90.202,10
lasiurus_cinerius,42.834,-102.679,3,5/20/1990,1990,MAY,20,F,42.837,-102.682,1
lasiurus_cinerius,42.834,-102.679,3,5/25/1990,1990,MAY,25,F,42.837,-102.682,1
lasiurus_cinerius,42.834,-102.679,3,5/25/1990,1990,MAY,25,F,42.837,-102.682,1
lasiurus_cinerius,42.834,-102.679,3,5/25/1990,1990,MAY,25,F,42.837,-102.682,1
lasiurus_cinerius,42.834,-102.679,3,7/26/1990,1990,JULY,26,F,42.837,-102.682,1
lasiurus_cinerius,42.834,-102.679,3,7/26/1990,1990,JULY,26,F,42.837,-102.682,1
lasiurus_cinerius,42.693,-103.566,3,5/16/1990,1990,MAY,16,F,42.701,-103.574,1
lasiurus_cinerius,42.909,-103.754,3,5/31/1990,1990,MAY,31,F,42.837,-104.026,1
lasiurus_cinerius,42.909,-103.754,3,5/31/1990,1990,MAY,31,F,42.837,-104.026,1
lasiurus_cinerius,42.779,-103.242,2,8/15/1990,1990,AUGUST,15,F,42.63,-103.25,1
lasiurus_cinerius,42.779,-103.242,2,8/15/1990,1990,AUGUST,15,F,42.63,-103.25,1
lasiurus_cinerius,42.674,-103.077,1,8/8/1990,1990,AUGUST,8,F,42.672,-103.1,1
lasiurus_cinerius,42.674,-103.077,1,8/8/1990,1990,AUGUST,8,F,42.672,-103.1,1
lasiurus_cinerius,42.938,-102.988,1,8/28/1990,1990,AUGUST,28,F,42.753,-102.917,1
lasiurus_cinerius,30.277,-98.412,10,5/13/1990,1990,MAY,13,F,30.299,-98.241,1
lasiurus_cinerius,35.112,-101.363,8,5/15/1990,1990,MAY,15,F,34.991,-101.226,2
lasiurus_cinerius,31.374,-100.307,4,3/30/1990,1990,MARCH,30,F,31.422,-100.312,1
lasiurus_cinerius,33.457,-101.083,1,9/29/1990,1990,SEPTEMBER,29,F,33.457,-101.083,1
lasiurus_cinerius,17.417,-96.533,3,6/4/1991,1991,JUNE,4,F,17.417,-96.533,3
lasiurus_cinerius,17.417,-96.533,3,6/4/1991,1991,JUNE,4,F,17.417,-96.533,3
lasiurus_cinerius,38.581,-121.529,3,9/18/1991,1991,SEPTEMBER,18,F,38.579,-121.531,3
lasiurus_cinerius,36.328,-119.645,1,4/22/1991,1991,APRIL,22,F,36.328,-119.645,3
lasiurus_cinerius,36.328,-119.645,1,4/22/1991,1991,APRIL,22,F,36.328,-119.645,3
lasiurus_cinerius,37.43,-122.253,1,1/4/1991,1991,JANUARY,4,F,37.43,-122.253,1
lasiurus_cinerius,37.485,-122.235,1,2/23/1991,1991,FEBRUARY,23,F,37.485,-122.235,4
lasiurus_cinerius,37.319,-122.273,1,4/16/1991,1991,APRIL,16,F,37.319,-122.273,1
lasiurus_cinerius,37.574,-122.378,1,10/29/1991,1991,OCTOBER,29,F,37.561,-122.385,2
lasiurus_cinerius,37.45,-122.35,1,11/5/1991,1991,NOVEMBER,5,F,37.561,-122.385,2
lasiurus_cinerius,40.917,-96.133,50,7/28/1991,1991,JULY,28,F,40.991,-95.875,1
lasiurus_cinerius,33.219,-108.89,5,4/4/1991,1991,APRIL,4,F,33.209,-108.872,1
lasiurus_cinerius,32.175,-104.443,2,4/24/1991,1991,APRIL,24,F,32.112,-104.473,1
lasiurus_cinerius,32.175,-104.443,2,5/1/1991,1991,MAY,1,F,32.112,-104.473,1
lasiurus_cinerius,32.175,-104.443,2,5/1/1991,1991,MAY,1,F,32.112,-104.473,1
lasiurus_cinerius,31.256,-100.665,5,10/26/1991,1991,OCTOBER,26,F,31.27,-100.638,3
lasiurus_cinerius,33.578,-101.855,3,8/14/1991,1991,AUGUST,14,F,33.592,-101.981,1
lasiurus_cinerius,41.14,-104.82,3,8/20/1991,1991,AUGUST,20,F,41.143,-104.815,3
lasiurus_cinerius,42.867,-106.313,3,7/17/1991,1991,JULY,17,F,42.867,-106.313,3
lasiurus_cinerius,44.017,-107.955,1,8/3/1991,1991,AUGUST,3,F,44.017,-107.955,1
lasiurus_cinerius,28.917,-113.533,3,4/26/1992,1992,APRIL,26,F,28.948,-113.56,1
lasiurus_cinerius,39.729,-121.836,1,4/6/1992,1992,APRIL,6,F,39.729,-121.836,3
lasiurus_cinerius,43.833,-102.3,10,8/7/1992,1992,AUGUST,7,F,43.751,-101.934,1
lasiurus_cinerius,33.914,-98.493,3,11/26/1992,1992,NOVEMBER,26,F,33.914,-98.493,3
lasiurus_cinerius,34.879,-76.902,1,9/30/1993,1993,SEPTEMBER,30,F,34.879,-76.902,1
lasiurus_cinerius,43.828,-104.028,1,7/29/1993,1993,JULY,29,F,43.828,-104.028,1
lasiurus_cinerius,43.828,-104.028,1,7/29/1993,1993,JULY,29,F,43.828,-104.028,1
lasiurus_cinerius,32.767,-96.783,50,9/29/1993,1993,SEPTEMBER,29,F,32.767,-96.783,50
lasiurus_cinerius,32.767,-96.783,50,9/29/1993,1993,SEPTEMBER,29,F,32.767,-96.783,50
lasiurus_cinerius,32.767,-96.783,50,10/8/1993,1993,OCTOBER,8,F,32.767,-96.783,50
lasiurus_cinerius,27.733,-97.633,50,10/5/1993,1993,OCTOBER,5,F,27.733,-97.633,50
lasiurus_cinerius,27.733,-97.633,50,11/9/1993,1993,NOVEMBER,9,F,27.733,-97.633,50
lasiurus_cinerius,35.417,-101.9,50,9/22/1993,1993,SEPTEMBER,22,F,35.417,-101.9,50
lasiurus_cinerius,32.767,-97.3,50,10/9/1993,1993,OCTOBER,9,F,32.767,-97.3,50
lasiurus_cinerius,29.469,-103.936,10,5/18/1993,1993,MAY,18,F,29.495,-104.101,3
lasiurus_cinerius,37.849,-110.661,1,5/26/1993,1993,MAY,26,F,37.849,-110.661,1
lasiurus_cinerius,45.55,-78.6,5,8/24/1994,1994,AUGUST,24,F,45.616,-78.401,1
lasiurus_cinerius,23.633,-103.917,5,10/20/1994,1994,OCTOBER,20,F,23.602,-103.944,1
lasiurus_cinerius,43.884,-95.049,3,7/18/1994,1994,JULY,18,F,43.877,-95.049,3
lasiurus_cinerius,41.55,-103.717,50,7/6/1994,1994,JULY,6,F,41.673,-103.489,1
lasiurus_cinerius,41.69,-103.668,1,5/24/1994,1994,MAY,24,F,41.696,-103.668,1
lasiurus_cinerius,41.69,-103.668,1,7/6/1994,1994,JULY,6,F,41.696,-103.668,1
lasiurus_cinerius,34.405,-103.205,11,6/11/1994,1994,JUNE,11,F,34.393,-103.217,1
lasiurus_cinerius,34.405,-103.205,11,10/3/1994,1994,OCTOBER,3,F,34.393,-103.217,1
lasiurus_cinerius,32.15,-104.692,1,8/28/1994,1994,AUGUST,28,F,32.15,-104.692,1
lasiurus_cinerius,33.686,-105.666,1,5/16/1994,1994,MAY,16,F,33.686,-105.666,1
lasiurus_cinerius,35.772,-78.639,3,2/16/1994,1994,FEBRUARY,16,F,35.783,-78.64,1
lasiurus_cinerius,45.781,-119.216,3,8/24/1994,1994,AUGUST,24,F,45.791,-119.177,1
lasiurus_cinerius,32.767,-96.783,50,10/3/1994,1994,OCTOBER,3,F,32.767,-96.783,50
lasiurus_cinerius,33.2,-97.133,50,5/17/1994,1994,MAY,17,F,33.2,-97.133,50
lasiurus_cinerius,29.367,-94.967,50,10/25/1994,1994,OCTOBER,25,F,29.367,-94.967,50
lasiurus_cinerius,30.317,-98.95,50,4/29/1994,1994,APRIL,29,F,30.317,-98.95,50
lasiurus_cinerius,34.967,-101.9,50,9/22/1994,1994,SEPTEMBER,22,F,34.967,-101.9,50
lasiurus_cinerius,28.017,-97.517,50,9/13/1994,1994,SEPTEMBER,13,F,28.017,-97.517,50
lasiurus_cinerius,29.469,-103.936,10,4/1/1994,1994,APRIL,1,F,29.79,-104.207,1
lasiurus_cinerius,29.469,-103.936,10,9/4/1994,1994,SEPTEMBER,4,F,29.79,-104.207,1
lasiurus_cinerius,29.469,-103.936,10,9/4/1994,1994,SEPTEMBER,4,F,29.79,-104.207,1
lasiurus_cinerius,29.469,-103.936,10,9/10/1994,1994,SEPTEMBER,10,F,29.79,-104.207,1
lasiurus_cinerius,33.578,-101.855,8,9/14/1994,1994,SEPTEMBER,14,F,33.579,-102.028,1
lasiurus_cinerius,28.636,-96.743,5,4/16/1994,1994,APRIL,16,F,28.496,-96.812,2
lasiurus_cinerius,30.628,-96.334,3,3/4/1994,1994,MARCH,4,F,30.616,-96.349,3
lasiurus_cinerius,29.999,-95.262,1,3/29/1994,1994,MARCH,29,F,29.999,-95.262,1
lasiurus_cinerius,36.979,-113.994,1,5/19/1995,1995,MAY,19,F,36.979,-113.994,1
lasiurus_cinerius,44.022,-92.47,1,7/8/1995,1995,JULY,8,F,44.089,-93.061,1
lasiurus_cinerius,29.469,-103.936,10,4/6/1995,1995,APRIL,6,F,29.375,-103.871,1
lasiurus_cinerius,41.888,-88.305,1,5/24/1996,1996,MAY,24,F,41.888,-88.305,1
lasiurus_cinerius,41.888,-88.305,1,5/24/1996,1996,MAY,24,F,41.888,-88.305,1
lasiurus_cinerius,35.193,-83.642,11,5/3/1992,1996,MAY,4,F,35.173,-83.611,1
lasiurus_cinerius,29.301,-94.798,5,10/3/1996,1996,OCTOBER,3,F,29.301,-94.798,5
lasiurus_cinerius,29.301,-94.798,5,11/6/1996,1996,NOVEMBER,6,F,29.301,-94.798,5
lasiurus_cinerius,29.763,-95.363,5,4/3/1996,1996,APRIL,3,F,29.763,-95.363,10
lasiurus_cinerius,29.763,-95.363,5,8/19/1996,1996,AUGUST,19,F,29.763,-95.363,10
lasiurus_cinerius,29.763,-95.363,5,10/11/1996,1996,OCTOBER,11,F,29.763,-95.363,10
lasiurus_cinerius,30.088,-99.502,3,5/16/1996,1996,MAY,16,F,30.088,-99.502,3
lasiurus_cinerius,29.543,-95.02,1,9/28/1996,1996,SEPTEMBER,28,F,29.543,-95.02,1
lasiurus_cinerius,30.08,-95.417,1,6/6/1996,1996,JUNE,6,F,30.08,-95.417,1
lasiurus_cinerius,41.69,-103.668,1,8/28/1997,1997,AUGUST,28,F,41.696,-103.668,1
lasiurus_cinerius,41.69,-103.668,1,8/28/1997,1997,AUGUST,28,F,41.696,-103.668,1
lasiurus_cinerius,43.395,-104.448,3,8/23/1997,1997,AUGUST,23,F,42.955,-104.632,1
lasiurus_cinerius,44.377,-104.102,1.5,8/12/1997,1997,AUGUST,12,F,44.373,-104.133,1
lasiurus_cinerius,44.377,-104.102,1.5,8/12/1997,1997,AUGUST,12,F,44.373,-104.133,1
lasiurus_cinerius,44.377,-104.102,1.5,8/12/1997,1997,AUGUST,12,F,44.373,-104.133,1
lasiurus_cinerius,44.377,-104.102,1.5,8/12/1997,1997,AUGUST,12,F,44.373,-104.133,1
lasiurus_cinerius,34.421,-119.697,11,5/5/1998,1998,MAY,5,F,34.454,-119.656,1
lasiurus_cinerius,43.302,-91.743,1,7/22/1998,1998,JULY,22,F,43.302,-91.743,1
lasiurus_cinerius,43.619,-104.08,5,6/19/1998,1998,JUNE,19,F,43.683,-104.065,1
lasiurus_cinerius,43.619,-104.08,5,6/20/1998,1998,JUNE,20,F,43.683,-104.065,1
lasiurus_cinerius,29.897,-100.984,3,5/8/1999,1999,MAY,8,F,29.897,-100.984,3
lasiurus_cinerius,29.897,-100.984,3,9/12/1999,1999,SEPTEMBER,12,F,29.897,-100.984,3
lasiurus_cinerius,31.069,-104.217,6,5/11/2000,2000,MAY,11,F,31.173,-104.226,3
lasiurus_cinerius,39.829,-84.89,3,6/14/1963,1963,JUNE,14,J,39.829,-84.89,3
lasiurus_cinerius,52.85,-104.05,1,7/2/1976,1976,JULY,2,J,52.85,-104.05,1
lasiurus_cinerius,52.85,-104.05,1,7/3/1976,1976,JULY,3,J,52.85,-104.05,1
lasiurus_cinerius,19.3,-99.383,3,4/30/1950,1950,APRIL,30,M,19.302,-99.4,1
